binder_id,target_id,binder,source,A_length,af3_ipSAE_min,af3_ipSAE_max,af3_ipSAE_avg,af3_LIS,af3_iptm_avg,af3_iptm_model_0,af3_ptm_avg,af3_ipae,af3_min_pae_contact,af3_pDockQ_min,af3_pDockQ2_max,RMSD_chA_aft_chB_align_input_af3,RMSD_complex_input_af3,af3_rosetta_interface_dG,af3_rosetta_interface_dG_SASA_ratio,af3_rosetta_interface_dSASA,af3_rosetta_interface_sc,af3_rosetta_interface_packstat,af3_rosetta_surface_hydrophobicity,af3_rosetta_interface_interface_hbonds,input_rosetta_interface_sc,input_rosetta_interface_dG,input_rosetta_interface_dG_SASA_ratio,input_rosetta_interface_dSASA,input_rosetta_interface_packstat,af3_pymol_delta_SASA,af3_pymol_percent_nonpolar,af3_pymol_hbonds,af3_pymol_num_interface_residues
ems_3hC_1225_0001_000000022_0001,FGFR2,0,Cao et al FGFR2,62.0,0.075,0.089,0.024,0.195,0.35,0.44,0.65,12.299,25.0,0.091,0.075,10.54,16.49,-36.06,-2.22,1627.14,0.67,0.59,0.25,4.0,0.75,-63.28,-3.32,1904.79,0.68,787.782,57.895,6.0,38.0
ems_3hC_897_0001_000000008_0001,FGFR2,0,Cao et al FGFR2,61.0,0.125,0.154,0.074,0.258,0.42,0.52,0.69,10.06,4.8,0.184,0.182,23.22,18.21,-39.19,-3.07,1277.71,0.67,0.72,0.07,2.0,0.69,-78.69,-3.95,1992.92,0.68,766.807,53.846,0.0,39.0
ems_3hM_2978_000000028_0001,FGFR2,1,Cao et al FGFR2,60.0,0.637,0.652,0.342,0.624,0.84,0.85,0.83,5.672,1.0,0.235,0.414,2.49,2.3,-53.44,-3.33,1605.78,0.66,0.68,0.0,6.0,0.68,-56.0,-3.24,1728.46,0.64,761.989,53.659,3.0,41.0
ems_p1_14H_GBL_14H_GABBL_16H_0763_0001_0001_0002_000000013_0001,FGFR2,0,Cao et al FGFR2,52.0,0.019,0.021,0.014,0.156,0.31,0.37,0.65,13.8,25.0,0.13,0.045,2.83,2.57,-47.61,-2.8,1698.13,0.66,0.73,0.12,3.0,0.78,-63.58,-3.44,1850.85,0.67,760.733,63.158,1.0,38.0
ems_p1_14H_GBL_16H_GABBL_16H_0060_0001_0001_0002_000000005_0001,FGFR2,0,Cao et al FGFR2,54.0,0.142,0.218,0.083,0.294,0.45,0.47,0.71,9.432,3.5,0.14,0.189,23.26,31.08,-36.96,-2.55,1451.12,0.68,0.69,0.42,1.0,0.73,-55.29,-3.24,1704.77,0.69,697.937,53.846,2.0,39.0
longxing_Grafting2_ems_3hM_596_0001_0021_0001_0001,IL7Ra,0,Cao et al IL7Ra,63.0,0.768,0.839,0.435,0.7,0.93,0.93,0.91,4.023,0.9,0.433,0.909,1.74,2.46,-59.09,-3.29,1794.05,0.69,0.55,0.13,8.0,0.75,-69.36,-3.86,1796.2,0.67,945.8,42.222,6.0,45.0
longxing_ems_3hC_836_0002_000000016_0001_0001,IL7Ra,0,Cao et al IL7Ra,61.0,0.0,0.0,0.0,0.0,0.26,0.27,0.73,20.796,25.0,0.0,0.0,16.26,59.46,-22.03,-1.85,1190.86,0.59,0.59,0.23,3.0,0.8,-51.07,-3.39,1507.05,0.64,699.623,37.838,2.0,37.0
longxing_ems_3hM_1317_000000043_0001_0001,IL7Ra,0,Cao et al IL7Ra,62.0,0.417,0.702,0.238,0.431,0.77,0.78,0.87,8.078,1.2,0.265,0.442,5.15,5.08,-37.92,-2.23,1699.37,0.64,0.64,0.06,5.0,0.7,-60.25,-3.63,1658.05,0.57,827.947,46.809,8.0,47.0
longxing_ems_p1_15H_GBBL_14H_GBL_16H_0035_0001_0001_0001_000000003_0001_0001,IL7Ra,0,Cao et al IL7Ra,52.0,0.5,0.627,0.267,0.572,0.85,0.86,0.89,5.438,1.5,0.26,0.625,3.49,3.96,-55.52,-3.4,1631.36,0.73,0.57,0.08,8.0,0.79,-68.56,-3.86,1778.0,0.66,835.407,47.5,5.0,40.0
ltk_site1_sap_13_mot_HHH_b1_00294_af2_000000002_0001_40_54_H___HHH_b1_07700_0002_0000100005_0000002_0_0001,LTK,0,Bennet paper LTK prospective,54.0,0.0,0.0,0.0,0.0,0.31,0.33,0.81,19.874,25.0,0.0,0.0,16.68,22.13,-37.69,-2.48,1521.95,0.58,0.7,0.13,2.0,0.76,-54.88,-2.83,1938.75,0.7,878.239,50.0,2.0,38.0
mchrnwsk_marta_chronowska_dom1_l99_s666690_mpnn16,EGFR,0,Adaptyv binder comp round 2,99.0,0.636,0.657,0.31,0.372,0.91,0.91,0.71,12.216,1.6,0.351,0.363,5.76,7.76,-76.62,-2.42,3161.22,0.64,0.51,0.12,14.0,0.61,-62.77,-2.24,2807.55,0.6,1724.4,27.273,11.0,77.0
mot_H_buried_ems_3hC_255_0002_000000000_0001_47_55_H___EHEE_hb1_5187_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.038,0.071,0.02,0.179,0.32,0.39,0.62,14.091,25.0,0.099,0.102,35.41,20.23,-39.2,-3.04,1290.71,0.68,0.56,0.14,1.0,0.73,-67.32,-3.78,1778.62,0.67,643.056,58.333,1.0,36.0
mot_H_d4416e50ce8986ef13b8fe02f5b667a3_0001_1_000000012_0001_25_31_H___EHEE_hb1_6450_0001_0001,InsulinR,0,Cao et al Insulin receptor,65.0,0.014,0.019,0.012,0.111,0.26,0.28,0.71,17.786,25.0,0.07,0.026,23.65,18.84,-35.45,-2.23,1589.18,0.6,0.59,0.11,1.0,0.63,-51.78,-3.02,1714.04,0.67,896.521,45.652,5.0,46.0
mot_H_fastrot_3h_hb1_1508_000000000_0001_52_57_H___e059f2b14e46759c18ca96c75a9987c4_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.107,0.109,0.032,0.198,0.44,0.49,0.69,11.23,25.0,0.317,0.079,19.44,18.52,-67.53,-2.76,2443.78,0.65,0.52,0.34,5.0,0.63,-51.72,-3.4,1522.08,0.61,1358.84,63.636,5.0,66.0
mot_H_fastrot_3h_hb1_3344_000000001_0001_47_55_H___3h_hb1_2183_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.304,0.368,0.169,0.471,0.66,0.67,0.76,7.511,2.6,0.304,0.382,18.38,21.9,-55.29,-2.97,1859.08,0.56,0.61,0.06,8.0,0.71,-49.65,-3.09,1607.16,0.67,933.127,50.0,4.0,44.0
mot_H_fastrot_3h_hb1_4237_000000009_0001_47_56_H___EHEE_hb1_1686_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.136,0.212,0.076,0.251,0.49,0.54,0.7,10.333,3.9,0.2,0.121,25.28,23.76,-56.89,-3.17,1792.54,0.65,0.58,0.14,6.0,0.72,-49.37,-2.84,1741.24,0.58,986.211,51.064,4.0,47.0
mot_H_fastrot_HHH_eva_0040_000000000_0001_50_60_H___3h_hb1_6449_0001_0001,FGFR2,0,Cao et al FGFR2,63.0,0.403,0.439,0.226,0.52,0.74,0.75,0.8,6.418,2.1,0.38,0.426,2.23,2.65,-67.51,-3.46,1952.37,0.67,0.6,0.03,8.0,0.67,-67.69,-3.29,2057.5,0.64,986.767,44.681,5.0,47.0
mot_H_fastrot_cor_3c06db0087383a8ea5c94fb00883e66c_0001_000000001_0001_25_29_H___ems_3hC_382_0001_0003_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.016,0.036,0.015,0.162,0.31,0.36,0.63,13.008,25.0,0.102,0.052,8.49,6.48,-24.92,-1.9,1310.85,0.63,0.55,0.1,0.0,0.67,-58.46,-3.11,1881.32,0.64,722.395,52.632,1.0,38.0
mot_H_fastrot_cor_3h_hb1_5971_000000012_0001_53_59_H___9f10cf7de5dd1b792a2e4225e3e8ddaa_0001_1_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.013,0.013,0.012,0.083,0.22,0.24,0.59,17.129,25.0,0.076,0.023,6.29,7.5,-36.32,-2.35,1547.78,0.67,0.58,0.21,5.0,0.74,-56.61,-3.49,1620.96,0.65,789.074,52.632,3.0,38.0
mot_H_fastrot_cor_abde7b46eeb91f9ac4683c589f713694_0001_000000000_0001_42_46_H___ems_3hC_372_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.256,0.265,0.134,0.326,0.61,0.65,0.77,9.325,3.1,0.163,0.398,22.68,21.64,-35.31,-2.54,1392.51,0.63,0.63,0.24,4.0,0.72,-60.38,-3.33,1813.19,0.64,812.878,41.86,4.0,43.0
mot_H_fastrot_cor_abde7b46eeb91f9ac4683c589f713694_0001_000000000_0001_42_46_H___ems_3hM_2703_0001_0001_0001,FGFR2,0,Cao et al FGFR2,62.0,0.013,0.014,0.012,0.1,0.23,0.24,0.59,16.291,25.0,0.087,0.028,16.06,16.48,-25.12,-1.71,1472.84,0.49,0.54,0.1,6.0,0.73,-53.61,-3.51,1528.47,0.68,758.724,42.5,6.0,40.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___0ee86c6c6722f32eb3fc24c5cd274ac4_0001_1_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.092,0.094,0.038,0.194,0.44,0.46,0.69,12.985,4.9,0.151,0.119,18.23,22.17,-38.47,-2.52,1523.62,0.54,0.55,0.16,3.0,0.77,-59.12,-3.65,1618.0,0.73,826.459,46.512,2.0,43.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___3h_hb1_5488_0001_0001,FGFR2,0,Cao et al FGFR2,62.0,0.675,0.731,0.385,0.69,0.85,0.86,0.86,4.694,1.0,0.348,0.742,3.02,3.0,-60.88,-3.18,1916.82,0.76,0.65,0.12,10.0,0.75,-74.77,-3.6,2074.39,0.64,984.662,51.02,4.0,49.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___EHEE_hb1_2363_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.015,0.012,0.089,0.26,0.34,0.61,16.752,25.0,0.121,0.025,19.46,15.2,-46.43,-2.37,1961.55,0.6,0.6,0.22,4.0,0.73,-55.99,-2.97,1887.4,0.64,1088.416,56.364,5.0,55.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___EHEE_hb1_4207_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.016,0.019,0.013,0.144,0.26,0.27,0.61,16.339,6.3,0.088,0.025,10.84,11.41,-41.31,-2.47,1670.69,0.53,0.57,0.14,3.0,0.74,-51.75,-3.1,1666.82,0.59,897.403,51.111,3.0,45.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___EHEE_hb1_600_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.328,0.335,0.168,0.359,0.62,0.69,0.76,7.781,25.0,0.234,0.242,14.75,27.01,-38.74,-2.35,1651.93,0.64,0.61,0.12,5.0,0.81,-57.52,-3.13,1838.88,0.64,981.667,52.0,6.0,50.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_57_61_H___HHH_eva_0067_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.118,0.154,0.07,0.248,0.5,0.52,0.7,10.331,4.7,0.176,0.138,3.31,3.16,-37.22,-2.44,1524.48,0.65,0.6,0.13,6.0,0.74,-57.69,-3.63,1588.75,0.67,781.053,51.351,3.0,37.0
mot_H_fastrot_cor_f8f8a4152cc90f14bb898546c27f9520_0001_000000007_0001_34_38_H___4cb04d656150eaecd5ce9ba47ed0b431_0001_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.016,0.026,0.013,0.109,0.37,0.4,0.64,13.952,25.0,0.171,0.059,4.75,4.1,-47.67,-2.69,1774.7,0.72,0.61,0.16,5.0,0.79,-54.09,-3.52,1534.9,0.68,893.258,50.0,4.0,42.0
mot_H_normal_00f30cc23cac9283997a0e2eb419e367_0001_000000003_0001_20_29_H___663ca1163215425a4a168286310d81fd_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.584,0.616,0.297,0.6,0.8,0.81,0.83,6.13,1.3,0.359,0.524,2.27,2.19,-47.64,-3.56,1336.54,0.77,0.63,0.17,3.0,0.75,-63.24,-3.67,1721.16,0.69,852.014,52.273,5.0,44.0
mot_H_normal_08dd35154ab242ac59caf189bac741ae_0001_000000004_0001_43_48_H___EHEE_hb1_2592_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.023,0.05,0.017,0.199,0.28,0.34,0.61,14.782,4.6,0.119,0.052,21.28,15.24,-39.1,-2.66,1471.07,0.57,0.59,0.05,3.0,0.61,-51.46,-3.52,1460.13,0.63,838.504,56.41,1.0,39.0
mot_H_normal_3h_hb1_2146_000000000_0001_28_36_H___84eb204753e74c7ce90bc07cf4e4337a_0001_1_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.173,0.212,0.106,0.29,0.4,0.55,0.68,9.218,3.9,0.192,0.176,14.71,17.29,-40.33,-2.48,1624.86,0.59,0.59,0.19,6.0,0.73,-51.21,-3.33,1539.95,0.7,883.262,51.282,2.0,39.0
mot_H_normal_3h_hb1_3209_000000013_0001_58_63_H___35dcbd115de07dbbf217dc88f3818538_0001_0001_0002_0001,FGFR2,1,Cao et al FGFR2,65.0,0.654,0.723,0.358,0.647,0.84,0.84,0.86,5.176,1.0,0.392,0.846,2.34,2.21,-45.44,-3.17,1431.09,0.78,0.68,0.19,7.0,0.66,-60.43,-3.52,1715.03,0.67,834.823,50.0,9.0,40.0
mot_H_normal_3h_hb1_3209_000000013_0001_58_63_H___3h_hb1_3436_0001_0001_0001,FGFR2,0,Cao et al FGFR2,63.0,0.016,0.042,0.014,0.13,0.39,0.39,0.67,13.723,25.0,0.156,0.044,20.21,31.76,-52.42,-2.71,1932.4,0.55,0.61,0.15,5.0,0.53,-49.61,-2.61,1900.58,0.66,1115.427,49.091,5.0,55.0
mot_H_normal_3h_hb1_3209_000000013_0001_59_63_H___3h_hb1_3934_0001_0001_0001,FGFR2,1,Cao et al FGFR2,65.0,0.314,0.396,0.175,0.36,0.61,0.65,0.75,8.311,2.4,0.176,0.314,3.91,3.14,-41.85,-2.68,1558.82,0.65,0.57,0.16,4.0,0.72,-53.58,-3.22,1664.26,0.64,829.891,53.846,4.0,39.0
mot_H_normal_3h_hb1_3627_000000010_0001_51_57_H___3h_hb1_5723_0001_0003_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.015,0.016,0.014,0.147,0.24,0.26,0.6,15.017,25.0,0.069,0.044,21.58,21.57,-30.11,-2.26,1332.87,0.72,0.66,0.0,2.0,0.76,-56.01,-3.42,1637.43,0.7,637.748,54.286,0.0,35.0
mot_H_normal_3h_hb1_3627_000000010_0001_51_57_H___6872876d1e066348e9eb56a6e2a95915_0001_1_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.015,0.013,0.116,0.25,0.29,0.6,15.346,25.0,0.058,0.041,26.06,26.9,-17.15,-2.11,812.95,0.71,0.62,0.16,3.0,0.7,-46.53,-2.78,1670.96,0.71,563.768,39.394,2.0,33.0
mot_H_normal_3h_hb1_5890_000000015_0001_54_62_H___EHEE_hb1_487_0001_0002_0001,FGFR2,0,Cao et al FGFR2,65.0,0.013,0.014,0.012,0.093,0.19,0.2,0.57,19.3,25.0,0.088,0.018,13.51,11.33,-28.12,-2.55,1104.5,0.71,0.58,0.13,1.0,0.76,-55.96,-3.49,1602.41,0.69,674.497,57.5,1.0,40.0
mot_H_normal_3h_hb1_6816_000000000_0001_50_58_H___3h_hb1_6881_0001_0005_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.548,0.594,0.333,0.633,0.76,0.81,0.82,5.421,1.7,0.23,0.724,20.07,35.52,-24.23,-2.06,1177.1,0.7,0.63,0.12,0.0,0.63,-43.8,-3.14,1395.6,0.69,761.171,43.902,2.0,41.0
mot_H_normal_3h_hb1_6816_000000000_0001_50_58_H___aaf2e391a92c8a31be0cdf860b3872e7_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.016,0.013,0.102,0.29,0.31,0.63,14.459,25.0,0.104,0.037,19.98,14.91,-34.85,-2.62,1332.72,0.47,0.62,0.13,0.0,0.7,-53.21,-3.18,1674.17,0.66,660.09,58.333,1.0,36.0
mot_H_normal_9e7327e3a91079700a0ccaae3576c8f4_0001_000000006_0001_22_26_H___188398008c1bb62ca4f3282b3ce23c1d_0001_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.016,0.013,0.105,0.32,0.38,0.63,14.192,25.0,0.078,0.043,15.43,21.33,-28.18,-2.87,983.66,0.63,0.61,0.27,2.0,0.69,-42.29,-2.74,1543.43,0.65,566.305,46.875,4.0,32.0
mot_H_normal_HEEH_06813_000000019_0001_52_62_H___a018c15928f351c43b00908d5a7ba3e0_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.032,0.013,0.13,0.33,0.41,0.63,13.357,25.0,0.132,0.048,12.16,22.01,-36.22,-2.16,1678.84,0.56,0.55,0.31,5.0,0.68,-51.11,-3.58,1425.76,0.6,822.225,48.837,1.0,43.0
mot_H_normal_HEEH_08897_000000013_0001_46_56_H___HEEHE_2810_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.21,0.247,0.136,0.31,0.43,0.59,0.68,9.085,25.0,0.136,0.317,22.16,22.7,-37.77,-3.01,1253.52,0.77,0.65,0.09,2.0,0.75,-56.25,-3.57,1573.55,0.62,623.745,62.069,2.0,29.0
mot_H_normal_HHH_eva_0053_000000019_0001_25_31_H___3h_hb1_2183_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.108,0.114,0.053,0.27,0.41,0.46,0.68,11.187,25.0,0.147,0.086,16.84,19.16,-37.24,-2.46,1512.79,0.45,0.54,0.03,3.0,0.74,-51.98,-3.16,1644.77,0.7,835.011,46.512,2.0,43.0
mot_H_normal_HHH_eva_0053_000000019_0001_25_31_H___EHEE_hb1_1151_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.0,0.0,0.0,0.0,0.17,0.19,0.56,20.254,25.0,0.0,0.0,20.53,17.74,-43.56,-2.5,1740.0,0.61,0.55,0.13,1.0,0.77,-57.5,-3.43,1675.96,0.7,986.566,53.061,3.0,49.0
mot_H_normal_cf0768f3acfb5f6faa02b7828d906f37_0001_000000002_0001_40_44_H___3h_hb1_6734_0001_0002_0001,FGFR2,0,Cao et al FGFR2,63.0,0.015,0.018,0.013,0.101,0.3,0.31,0.63,15.349,25.0,0.101,0.029,21.62,22.76,-44.04,-2.64,1670.43,0.57,0.55,0.07,5.0,0.61,-63.06,-3.83,1647.63,0.69,870.202,47.727,3.0,44.0
mot_H_normal_ems_3hC_187_0002_000000003_0001_29_38_H___3be42bb0f4612a8c7d501f24346c42c2_0001_0001_0002_0001,FGFR2,0,Cao et al FGFR2,65.0,0.016,0.033,0.014,0.161,0.32,0.35,0.63,13.711,25.0,0.126,0.048,20.78,18.06,-42.18,-2.91,1451.49,0.65,0.61,0.14,6.0,0.71,-53.88,-3.27,1646.35,0.64,859.653,52.273,2.0,44.0
mot_H_normal_ems_3hM_1194_000000001_0001_2_11_H___HEEHE_2981_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.013,0.016,0.012,0.094,0.27,0.29,0.61,15.843,25.0,0.104,0.045,21.52,25.63,-38.0,-2.7,1408.29,0.65,0.63,0.1,2.0,0.66,-56.31,-3.11,1809.63,0.59,682.783,51.515,0.0,33.0
mot_H_normal_ems_3hM_2193_000000002_0001_54_61_H___3h_hb1_3384_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,61.0,0.17,0.187,0.109,0.265,0.59,0.6,0.75,9.311,4.3,0.308,0.171,4.89,7.7,-44.27,-2.66,1664.73,0.62,0.58,0.11,3.0,0.75,-58.59,-3.53,1661.2,0.66,867.235,46.809,1.0,47.0
mot_H_normal_ems_3hM_3531_000000014_0001_50_59_H___3h_hb1_704_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,61.0,0.054,0.075,0.02,0.175,0.4,0.43,0.68,11.949,6.3,0.194,0.083,22.54,24.81,-50.44,-3.1,1629.54,0.64,0.62,0.12,5.0,0.68,-64.88,-3.34,1944.05,0.68,905.723,47.727,1.0,44.0
mot_H_normal_ems_f4m_87_000000001_0001_24_33_H___4h_hb1_1880_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.018,0.04,0.014,0.158,0.33,0.34,0.65,14.487,5.0,0.08,0.054,22.78,22.68,-26.13,-1.98,1320.44,0.54,0.61,0.06,3.0,0.75,-56.37,-3.02,1865.45,0.72,693.597,52.941,2.0,34.0
mot_P_normal_EHEE_hb1_1288_000000022_0001_3_7_61_63_P___EHEE_hb1_3256_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.309,0.367,0.155,0.366,0.65,0.66,0.77,8.678,2.9,0.27,0.229,25.93,27.3,-59.68,-2.69,2217.85,0.68,0.56,0.19,5.0,0.7,-54.28,-3.4,1594.25,0.7,1323.869,44.262,9.0,61.0
mot_P_normal_EHEE_hb1_2910_000000004_0001_44_50_59_61_P___EHEE_hb1_3985_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.018,0.02,0.013,0.132,0.26,0.27,0.62,16.477,6.2,0.069,0.054,29.56,26.65,-32.49,-2.86,1134.07,0.65,0.66,0.23,2.0,0.76,-66.07,-3.97,1664.82,0.67,646.18,46.875,1.0,32.0
mot_P_normal_ems_ferrM_3505_0001_000000001_0001_2_4_59_63_P___EHEE_hb1_1138_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.012,0.013,0.011,0.067,0.21,0.31,0.59,16.062,25.0,0.116,0.026,27.59,27.13,-28.1,-1.87,1499.6,0.55,0.63,0.19,2.0,0.74,-47.52,-2.75,1730.25,0.71,703.746,47.5,1.0,40.0
mot_P_normal_ems_ferrM_3700_000000002_0001_1_7_62_64_P___HEEHE_0082_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.097,0.13,0.039,0.252,0.47,0.49,0.69,11.722,4.9,0.201,0.093,11.04,8.52,-40.63,-3.11,1307.52,0.64,0.6,0.18,2.0,0.78,-56.02,-3.68,1522.07,0.68,741.392,53.846,3.0,39.0
mw88_8_BACK_FULL_ENERGY4,EGFR,0,Adaptyv binder comp round 1,200.0,0.0,0.0,0.0,0.0,0.15,0.14,0.48,30.047,25.0,0.0,0.0,23.04,42.26,-22.34,-1.41,1580.45,0.55,0.63,0.25,3.0,0.43,-15.37,-0.88,1755.86,0.62,758.848,28.0,1.0,50.0
nasr_kaveh_ZistRayaneshDesign_04,EGFR,0,Adaptyv binder comp round 1,80.0,0.0,0.0,0.0,0.0,0.29,0.3,0.58,26.8,25.0,0.0,0.0,18.54,46.75,-27.27,-1.62,1680.29,0.43,0.59,0.35,3.0,0.61,-38.05,-1.67,2279.79,0.58,919.369,26.531,7.0,49.0
nickboyd_Domain1_Seq5,EGFR,0,Adaptyv binder comp round 1,43.0,0.086,0.42,0.048,0.244,0.78,0.79,0.64,16.804,4.1,0.226,0.317,21.67,64.58,-39.58,-3.11,1274.8,0.78,0.68,0.24,4.0,0.63,-27.41,-1.8,1525.95,0.57,608.883,42.424,3.0,33.0
niklas_E5A28FA3_3501_41C2_922C_EC848E0BC020_l81_s514858345_mpnn4,EGFR,0,Adaptyv binder comp round 2,81.0,0.515,0.626,0.256,0.446,0.9,0.9,0.67,15.211,1.6,0.516,0.637,38.32,45.4,-72.74,-2.66,2738.8,0.7,0.7,0.18,8.0,0.67,-78.98,-2.33,3391.08,0.64,1508.646,52.239,7.0,67.0
nsplice_r1_4b397ff321495f1cf064223b6ad1b1e1_0001_000000002_0001_0001_24_33_H____6357206e42d978b946eb7942e3526b2f_0001_1_0001_0002_0001_0001_18_50_HHH_06_17364_41_0001,VirB8,0,Cao et al VirB8,65.0,0.015,0.056,0.013,0.111,0.42,0.44,0.75,14.134,8.2,0.115,0.069,45.46,23.75,-40.96,-2.86,1429.88,0.61,0.63,0.14,4.0,0.78,-57.31,-3.47,1649.68,0.7,695.835,63.889,0.0,36.0
nsplice_r1_4b397ff321495f1cf064223b6ad1b1e1_0001_000000002_0001_0001_24_33_H____7b85b248b02270658cb572d4be61dda1_0001_0001_0002_0001_0001_16_48_HHH_06_02403_42_0001,VirB8,0,Cao et al VirB8,65.0,0.014,0.015,0.012,0.103,0.37,0.43,0.72,15.999,25.0,0.11,0.045,34.61,24.31,-31.83,-2.25,1413.63,0.57,0.65,0.2,4.0,0.8,-64.3,-3.94,1631.94,0.76,737.68,56.757,8.0,37.0
nsplice_r1_EHEE_01784_000000022_0001_0001_27_36_H____e378ad5b99f69d69c82cdd59948ed3bd_0001_1_0001_0001_0001_0001_18_51_HHH_04_34385_37_0001,VirB8,0,Cao et al VirB8,65.0,0.034,0.092,0.016,0.183,0.48,0.49,0.76,12.972,5.2,0.161,0.072,42.08,24.39,-36.23,-2.12,1710.07,0.52,0.56,0.16,2.0,0.7,-56.25,-3.41,1651.03,0.69,835.981,53.488,4.0,43.0
p53_AF2_10,Mdm2,1,Mdm2 Watson et al,71.0,0.697,0.83,0.499,0.713,0.9,0.9,0.89,3.698,0.8,0.426,0.869,2.88,2.05,-48.14,-2.78,1731.95,0.7,0.63,0.13,4.0,0.74,-53.25,-2.88,1849.53,0.59,910.505,40.0,8.0,45.0
p53_AF2_48,Mdm2,0,Mdm2 Watson et al,74.0,0.632,0.776,0.457,0.682,0.87,0.87,0.87,4.239,0.9,0.43,0.752,2.99,2.05,-52.1,-2.61,1994.15,0.65,0.5,0.19,5.0,0.58,-50.01,-2.68,1863.73,0.59,996.641,44.0,3.0,50.0
p53_AF2_60,Mdm2,1,Mdm2 Watson et al,103.0,0.698,0.777,0.46,0.647,0.88,0.88,0.87,4.816,0.9,0.343,0.769,3.64,1.8,-59.84,-3.08,1940.21,0.71,0.65,0.21,6.0,0.66,-53.73,-2.67,2013.3,0.56,925.836,42.857,4.0,42.0
p53_AF2_67,Mdm2,0,Mdm2 Watson et al,71.0,0.552,0.707,0.36,0.613,0.83,0.83,0.84,5.058,1.0,0.304,0.695,2.2,1.72,-54.32,-2.82,1925.53,0.69,0.63,0.19,7.0,0.71,-52.17,-2.79,1868.7,0.55,994.067,42.857,9.0,42.0
p53_AF2_90,Mdm2,1,Mdm2 Watson et al,103.0,0.622,0.693,0.394,0.609,0.84,0.84,0.84,5.169,1.2,0.368,0.736,2.23,1.77,-39.57,-2.28,1734.53,0.61,0.57,0.15,3.0,0.72,-53.22,-2.87,1856.39,0.62,886.861,44.444,5.0,45.0
pol_07b01b63cad2c4be2d3ef0bedfca1f73_0001_000000018_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.018,0.013,0.114,0.28,0.29,0.62,16.199,25.0,0.081,0.046,20.73,21.36,-39.35,-2.63,1494.54,0.54,0.45,0.16,1.0,0.7,-74.07,-3.77,1962.91,0.64,769.2,52.5,5.0,40.0
pol_2f9561dfc383f15dec894b052fc29d6a_0001_000000006_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.017,0.013,0.143,0.29,0.33,0.62,15.224,25.0,0.109,0.031,19.43,20.88,-37.74,-2.77,1362.42,0.69,0.57,0.16,2.0,0.63,-58.3,-3.23,1806.22,0.6,897.226,52.381,2.0,42.0
pol_6e1ea74cf7d123663e07b3b19f2f3aaf_0001_000000022_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.016,0.012,0.098,0.24,0.27,0.6,17.231,25.0,0.076,0.031,26.76,19.9,-27.77,-2.04,1360.92,0.63,0.5,0.21,4.0,0.69,-45.8,-2.89,1584.47,0.65,820.805,48.718,3.0,39.0
